region,department,health_district,match_id,match_name,fac_name_processed,fac_name_orig,group_fac_type,fac_type_orig,group_fac_own,fac_own_orig,latitude,longitude,max_gps_dist,source,data_flagged,data_notes,decision_notes,last_updated,update_notes,n_gps,n_source,source_list,fac_id,fac_id_orig,fac_id_orig_var,n_fac_type,n_fac_own,no_department,no_health_district,no_fac_type,no_fac_own,no_gps,n_geos
Dakar,Dakar,Dakar Nord,837,wone,wone,WONE,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,2,ANSD 2017-2018; SPA 2016,100136,PS_54,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Nord,837,wone,wone,Wone,poste de sante,Poste de sante,prive,Prive,,,,SPA 2016,,,,,,0,2,ANSD 2017-2018; SPA 2016,40115,40115,,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Centre,838,ya salam,ya salam,YA SALAM,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; HDX,100078,PS,HFID2015,2,2,0,0,0,0,0,1
Dakar,Dakar,Dakar Centre,838,ya salam,ya salam,Clinique Ya Salam,poste de sante,Clinique,prive,,14.67952957,-17.46202697,,HDX,,,Regional focal point confirmed facility type (health post),,,1,2,ANSD 2017-2018; HDX,140172,8313359295,osm_id,2,2,0,0,0,0,0,1
Dakar,,,839,ya salam,ya salam,YA SALAM,poste de sante,Clinique,,,14.74669686,-17.30773826,9.3,HDX,,,Regional focal point confirmed facility type (health post),,,2,1,HDX,140158,6980521311,osm_id,1,1,1,1,0,1,0,0
Dakar,,,839,ya salam,ya salam,Cabinet medical ya salaam,poste de sante,Clinique,,,14.75024752,-17.39403465,9.3,HDX,,,Regional focal point confirmed facility type (health post),,,2,1,HDX,140306,4475363122,osm_id,1,1,1,1,0,1,0,0
Dakar,Dakar,Dakar Ouest,840,yacine mar diop,yacine mar diop,Dr Yacine Mar DIOP,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100443,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,841,yacine noumbe jouga,yacine noumbe jouga,Dr Yacine Noumbé JOUGA,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100212,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,842,yahya diop,yahya diop,Dr. Yahya DIOP,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100235,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,843,yahya mamadou ndiaye,yahya mamadou ndiaye,Dr. Yahya Mamadou NDIAYE,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100236,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,844,yanlande barry,yanlande barry,Yanlande Barry,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100513,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Centre,845,yare fall,yare fall,Yaré Fall,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; SPA 2017,100079,PS,HFID2015,1,1,0,0,0,0,0,1
Dakar,Dakar,Dakar Centre,845,yare fall,yare fall,Yaré Fall,poste de sante,Poste de sante,prive,Prive,14.69793,-17.45906,,SPA 2017,,,,,,1,2,ANSD 2017-2018; SPA 2017,50116,50116,spafacid,1,1,0,0,0,0,0,1
Dakar,Dakar,Dakar Sud,846,yasser el makki,yasser el makki,Yasser El Makki,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100382,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,847,yedime mbodji,yedime mbodji,Yédime MBODJI,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100514,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Rufisque,Diamniadio,848,yenne,yenne,YENNE,poste de sante,Poste de sante,publique,Publique,,,1.65,ANSD 2017-2018,,,,,,3,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2019,100535,PS_132,HFID2015,3,2,0,0,0,0,0,1
Dakar,Rufisque,Diamniadio,848,yenne,yenne,Yene,poste de sante,Poste de sante,publique,Publique,14.64008894,-17.1738185,1.65,COUS,,,,,,3,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2019,120093,,,3,2,0,0,0,0,0,1
Dakar,Rufisque,Diamniadio,848,yenne,yenne,Poste de santé de Yéne,poste de sante,doctors,publique,,14.64000999,-17.17391003,1.65,HDX,,,,,,3,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2019,140961,2539925694,osm_id,3,2,0,0,0,0,0,1
Dakar,Rufisque,Diamniadio,848,yenne,yenne,PS Yenne,poste de sante,Poste de sante,publique,,,,1.65,MOH,,,,,,3,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2019,170301,,,3,2,0,0,0,0,0,1
Dakar,Rufisque,Diamniadio,848,yenne,yenne,Yenne Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.6514,-17.1838,1.65,Maina et. al (2019),,,,,,3,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2019,130130,,,3,2,0,0,0,0,0,1
Dakar,Rufisque,Diamniadio,848,yenne,yenne,Yenne,poste de sante,Poste de sante,publique,Publique,,,1.65,SPA 2019,,,,,,3,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2019,70125,70125,spafacid,3,2,0,0,0,0,0,1
Dakar,Pikine,Yeumbeul,849,yeumbeul,yeumbeul,CS Yeumbeul,centre de sante,Centre de sante,,,,,,MOH,,,,,,0,1,MOH,170244,,,1,1,0,0,0,1,1,1
Dakar,Pikine,Keur Massar,850,yeumbeul ainoumady sotrac,yeumbeul ainoumady sotrac,YEUMBEUL AINOUMADY SOTRAC,poste de sante,Poste de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,4,ANSD 2017-2018; MOH; Maina et. al (2019); SPA 2019,100603,PS_153,HFID2015,2,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,850,yeumbeul ainoumady sotrac,yeumbeul ainoumady sotrac,PS Yeumbeul ainoumady SOTRAC,poste de sante,Poste de sante,publique,,,,,MOH,,,,20230520,Updated health district to Keur Massar,1,4,ANSD 2017-2018; MOH; Maina et. al (2019); SPA 2019,170243,,,2,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,850,yeumbeul ainoumady sotrac,yeumbeul ainoumady sotrac,Yeumbeul Ainoumady Sotrac Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.7748,-17.3601,,Maina et. al (2019),,,,20230520,Updated health district to Keur Massar,1,4,ANSD 2017-2018; MOH; Maina et. al (2019); SPA 2019,130131,,,2,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,850,yeumbeul ainoumady sotrac,yeumbeul ainoumady sotrac,Yeumbeul Ainoumady Sotrac,poste de sante,Poste de sante,publique,Publique,,,,SPA 2019,,,,20230520,Updated health district to Keur Massar,1,4,ANSD 2017-2018; MOH; Maina et. al (2019); SPA 2019,70131,70131,spafacid,2,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,851,yeumbeul diamalaye,yeumbeul diamalaye,YEUMBEUL DIAMALAYE,poste de sante,Poste de sante,publique,Publique,,,1.03,ANSD 2017-2018,,,,,,3,5,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019),100604,PS_155,HFID2015,3,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,851,yeumbeul diamalaye,yeumbeul diamalaye,Poste de Yeumbeul Diamalaye,poste de sante,Poste de sante,publique,Publique,14.77581668,-17.36176694,1.03,COUS,,,,,,3,5,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019),120123,,,3,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,851,yeumbeul diamalaye,yeumbeul diamalaye,Yeumbeul Diamalaye,poste de sante,doctors,publique,,14.77581099,-17.36182366,1.03,HDX,,,Regional focal point confirmed facility type (health post),20230520,Updated health district to Keur Massar,3,5,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019),140645,5137766018,osm_id,3,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,851,yeumbeul diamalaye,yeumbeul diamalaye,PS Yeumbeul Diamalaye,poste de sante,Poste de sante,publique,,,,1.03,MOH,,,,20230520,Updated health district to Keur Massar,3,5,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019),170241,,,3,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,851,yeumbeul diamalaye,yeumbeul diamalaye,Yeumbeul Diamalaye Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.776,-17.3523,1.03,Maina et. al (2019),,,,20230520,Updated health district to Keur Massar,3,5,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019),130132,,,3,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,852,yeumbeul nord,yeumbeul nord,Poste de Yeumbeul Nord,poste de sante,Poste de sante,publique,Publique,14.77541259,-17.35968176,0.02,COUS,,,,,,2,2,COUS; HDX,120124,,,2,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,852,yeumbeul nord,yeumbeul nord,Maternité municipale de Yeumbeul Nord,poste de sante,Clinique,publique,,14.77547638,-17.35984411,0.02,HDX,,,,,,2,2,COUS; HDX,140972,5137766224,osm_id,2,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,853,yeumbeul sud,yeumbeul sud,YEUMBEUL SUD,poste de sante,Poste de sante,publique,Publique,,,0.91,ANSD 2017-2018,,,,,,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2017; SPA 2019,100605,PS_158,HFID2015,2,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,853,yeumbeul sud,yeumbeul sud,Poste de Yeumbeul Sud,poste de sante,Poste de sante,publique,Publique,14.77079767,-17.36294298,0.91,COUS,,,,,,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2017; SPA 2019,120125,,,2,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,853,yeumbeul sud,yeumbeul sud,PS yeumbeul sud,poste de sante,Poste de sante,publique,,,,0.91,MOH,,,,20230520,Updated health district to Keur Massar,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2017; SPA 2019,170248,,,2,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,853,yeumbeul sud,yeumbeul sud,Yeumbeul Sud Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.7706,-17.3714,0.91,Maina et. al (2019),,,,20230520,Updated health district to Keur Massar,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2017; SPA 2019,130133,,,2,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,853,yeumbeul sud,yeumbeul sud,Yeumbeul Sud,poste de sante,Poste de sante,publique,Publique,14.7706,-17.3714,0.91,SPA 2017,,,,20230520,Updated health district to Keur Massar,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2017; SPA 2019,50144,50144,spafacid,2,2,0,0,0,0,0,1
Dakar,Pikine,Keur Massar,853,yeumbeul sud,yeumbeul sud,Yeumbeul Sud,poste de sante,Poste de sante,publique,Publique,,,0.91,SPA 2019,,,,20230520,Updated health district to Keur Massar,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2017; SPA 2019,70132,70132,spafacid,2,2,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,854,yoff,yoff,YOFF,poste de sante,Poste de sante,publique,Publique,,,1.39,ANSD 2017-2018,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2018,100515,PS_111,HFID2015,2,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,854,yoff,yoff,YOFF NDENATTE,poste de sante,Poste de sante,publique,Publique,14.7619832,-17.47587014,1.39,COUS,,,Match to PS Yoff,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2018,120056,,,2,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,854,yoff,yoff,PS de Yoff,poste de sante,Poste de sante,publique,,,,1.39,MOH,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2018,170208,,,2,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,854,yoff,yoff,Yoff Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.7522,-17.4678,1.39,Maina et. al (2019),,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2018,130134,,,2,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,854,yoff,yoff,Yoff,poste de sante,Poste de sante,publique,Publique,14.75819,-17.47474,1.39,SPA 2015,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2018,30129,30129,spafacid,2,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,854,yoff,yoff,Yoff,poste de sante,Poste de sante,prive,Prive,,,1.39,SPA 2018,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2018,60114,60114,spafacid,2,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Sud,855,younes  younes,younes  younes,Dr Younes YOUNES,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,Assuming duplicate status,,,0,1,ANSD 2017-2018,100213,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,855,younes  younes,younes  younes,Younes  Younes,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,Assuming duplicate status,,,0,1,ANSD 2017-2018,100384,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,856,younes squalli houssaini,younes squalli houssaini,Younes Squalli Houssaini,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100383,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,857,youssoupha fall,youssoupha fall,Youssoupha Fall,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100516,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,858,yvette doriane moukoko,yvette doriane moukoko,Dr Yvette Doriane MOUKOKO,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100444,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Pikine,Mbao,859,zac mbao,zac mbao,ZAC MBAO,poste de sante,Poste de sante,publique,Publique,,,3.25,ANSD 2017-2018,,,,,,2,4,ANSD 2017-2018; COUS; Maina et. al (2019); SPA 2015,100645,PS_171,HFID2015,2,1,0,0,0,0,0,1
Dakar,Pikine,Mbao,859,zac mbao,zac mbao,CAPEC ZAC MBAO,poste de sante,Poste de sante,publique,Publique,14.73931707,-17.29843236,3.25,COUS,,,,,,2,4,ANSD 2017-2018; COUS; Maina et. al (2019); SPA 2015,120126,,,2,1,0,0,0,0,0,1
Dakar,Pikine,Mbao,859,zac mbao,zac mbao,Zac Mbao Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.7345,-17.3282,3.25,Maina et. al (2019),,,,,,2,4,ANSD 2017-2018; COUS; Maina et. al (2019); SPA 2015,130136,,,2,1,0,0,0,0,0,1
Dakar,Pikine,Mbao,859,zac mbao,zac mbao,Zac Mbao,poste de sante,Poste de sante,publique,Publique,,,3.25,SPA 2015,,,,,,2,4,ANSD 2017-2018; COUS; Maina et. al (2019); SPA 2015,30140,30140,spafacid,2,1,0,0,0,0,0,1
Dakar,Dakar,Dakar Sud,860,zaccharia toure,zaccharia toure,Zaccharia Touré,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100385,PS,HFID2015,1,1,0,0,0,0,1,1
Diourbel,Bambey,Bambey,861,aguiyaye,aguiyaye,AGUIYAYE,poste de sante,Poste de sante,publique,Publique,,,0.84,ANSD 2017-2018,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,100747,PS_251,HFID2015,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,861,aguiyaye,aguiyaye,AGUIYAYE,poste de sante,Poste de sante,publique,Publique,14.66200224,-16.57715563,0.84,COUS,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,120188,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,861,aguiyaye,aguiyaye,PS Aguiyaye,poste de sante,Poste de sante,publique,,,,0.84,MOH,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,170746,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,861,aguiyaye,aguiyaye,Aguiyaye Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.6667,-16.5833,0.84,Maina et. al (2019),,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,130137,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,861,aguiyaye,aguiyaye,Aguiyaye,poste de sante,Poste de sante,publique,Publique,14.66199,-16.5772,0.84,SPA 2014,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,20152,20152,spafacid,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,861,aguiyaye,aguiyaye,Aguiyaye,poste de sante,Poste de sante,publique,Publique,14.66199,-16.5772,0.84,SPA 2016,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,40150,40150,,2,2,0,0,0,0,0,1
Diourbel,Mbacke,Touba,862,assa diarra,assa  diarra,ASSA  DIARRA,hopital,Hopital,prive,Prive,,,0.93,ANSD 2017-2018,,,,,,2,5,ANSD 2017-2018; SPA 2014; SPA 2016; SPA 2017; SPA 2018,100828,HO_48,HFID2015,2,2,0,0,0,0,0,1
Diourbel,Mbacke,Touba,862,assa diarra,assa  diarra,Assa  Diarra,hopital,Hopital,prive,Prive,14.8611,-15.88281,0.93,SPA 2014,,,,,,2,5,ANSD 2017-2018; SPA 2014; SPA 2016; SPA 2017; SPA 2018,20024,20024,spafacid,2,2,0,0,0,0,0,1
Diourbel,Mbacke,Touba,862,assa diarra,assa  diarra,Assa  Diarra,hopital,Centre de sante,prive,Prive,14.8611,-15.88281,0.93,SPA 2016,,,Reclassify facility type due to majority of sources,,,2,5,ANSD 2017-2018; SPA 2014; SPA 2016; SPA 2017; SPA 2018,40024,40024,,2,2,0,0,0,0,0,1
Diourbel,Mbacke,Touba,862,assa diarra,assa  diarra,Assa  Diarra,hopital,Hopital,prive,Prive,14.85613,-15.88973,0.93,SPA 2017,,,,,,2,5,ANSD 2017-2018; SPA 2014; SPA 2016; SPA 2017; SPA 2018,50019,50019,spafacid,2,2,0,0,0,0,0,1
Diourbel,Mbacke,Touba,862,assa diarra,assa  diarra,Assa Diarra,hopital,Hopital,publique,Publique,,,0.93,SPA 2018,,,,,,2,5,ANSD 2017-2018; SPA 2014; SPA 2016; SPA 2017; SPA 2018,60020,60020,spafacid,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,863,baba garage,baba garage,BABA GARAGE,poste de sante,Poste de sante,publique,Publique,,,0.62,ANSD 2017-2018,,,,,,4,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2016; SPA 2017,100748,PS_230,HFID2015,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,863,baba garage,baba garage,BABA GARAGE,poste de sante,Poste de sante,publique,Publique,14.93891305,-16.49026818,0.62,COUS,,,,,,4,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2016; SPA 2017,120189,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,863,baba garage,baba garage,PS Baba Garage,poste de sante,Poste de sante,publique,,,,0.62,MOH,,,,,,4,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2016; SPA 2017,170740,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,863,baba garage,baba garage,Baba Garage Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.9444,-16.4916,0.62,Maina et. al (2019),,,,,,4,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2016; SPA 2017,130138,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,863,baba garage,baba garage,Baba Garage,poste de sante,Poste de sante,publique,Publique,14.93916,-16.49035,0.62,SPA 2016,,,,,,4,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2016; SPA 2017,40145,40145,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,863,baba garage,baba garage,Baba Garage,poste de sante,Poste de sante,publique,Publique,14.93916,-16.49008,0.62,SPA 2017,,,,,,4,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2016; SPA 2017,50153,50153,spafacid,2,2,0,0,0,0,0,1
Diourbel,Diourbel,Diourbel,864,bacfasagal,bacfasagal,Bacfasagal,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; SPA 2017,102101,,HFID2015,1,1,0,0,0,0,0,1
Diourbel,Diourbel,Diourbel,864,bacfasagal,bacfasagal,Bacfasagal,case de sante,Case de sante,publique,Publique,14.59429,-16.3003,,SPA 2017,,,,,,1,2,ANSD 2017-2018; SPA 2017,50423,50423,spafacid,1,1,0,0,0,0,0,1
Diourbel,Mbacke,Touba,865,bakhdad,bakhdad,Bakhdad,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2017,102125,,HFID2015,1,1,0,0,0,0,0,1
Diourbel,Mbacke,Touba,865,bakhdad,bakhdad,Bakhdad,case de sante,Case de sante,publique,Publique,,,,SPA 2015,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2017,30389,30389,spafacid,1,1,0,0,0,0,0,1
Diourbel,Mbacke,Touba,865,bakhdad,bakhdad,Bakhdad,case de sante,Case de sante,publique,Publique,14.91275,-15.86175,,SPA 2017,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2017,50442,50442,spafacid,1,1,0,0,0,0,0,1
Diourbel,Bambey,Bambey,866,bambay serere,bambay serere,BAMBAY SERERE,poste de sante,Poste de sante,publique,Publique,,,4.11,ANSD 2017-2018,,,,,,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),100749,PS_249,HFID2015,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,866,bambay serere,bambay serere,BAMBEY SERERE,poste de sante,Poste de sante,publique,Publique,14.71288056,-16.498923,4.11,COUS,,,,,,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),120191,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,866,bambay serere,bambay serere,PS Bambeye Serere 2,poste de sante,Poste de sante,,,,,4.11,MOH,,,Rematched to Bambay Serere per regional verification,,,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),170750,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,866,bambay serere,bambay serere,PS Bambay Serere,poste de sante,Poste de sante,publique,,,,4.11,MOH,,,,,,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),170763,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,866,bambay serere,bambay serere,Bambay Serere Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.75,-16.5,4.11,Maina et. al (2019),,,,,,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),130139,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,867,bambey,bambey,C.S. BAMBEY,centre de sante,Centre de sante,publique,Publique,,,0.39,ANSD 2017-2018,,,,,,4,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2015,100750,CS_36,HFID2015,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,867,bambey,bambey,BAMBEY,centre de sante,Centre de sante,publique,Publique,14.70069686,-16.45552499,0.39,COUS,,,,,,4,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2015,120190,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,867,bambey,bambey,CENTRE DE SANTE DE BAMBEY,centre de sante,doctors,publique,,14.70046656,-16.4556261,0.39,HDX,,,,,,4,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2015,141089,6335900699,osm_id,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,867,bambey,bambey,CS Bambey,centre de sante,Centre de sante,publique,,,,0.39,MOH,,,,,,4,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2015,170735,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,867,bambey,bambey,Bambey Centre de Santé,centre de sante,Centre de sante,publique,Publique,14.7007,-16.4591,0.39,Maina et. al (2019),,,,,,4,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2015,130140,,,2,2,0,0,0,0,0,1
Diourbel,Bambey,Bambey,867,bambey,bambey,C.S. Bambey,centre de sante,Centre de sante,publique,Publique,14.70003,-16.45553,0.39,SPA 2015,,,,,,4,6,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019); SPA 2015,30061,30061,spafacid,2,2,0,0,0,0,0,1
Diourbel,Mbacke,Mbacke,868,banane,banane,Banane,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,3,ANSD 2017-2018; SPA 2017; SPA 2019,102117,,HFID2015,1,1,0,0,0,0,0,1
Diourbel,Mbacke,Mbacke,868,banane,banane,Banane,case de sante,Case de sante,publique,Publique,14.75817,-15.59981,,SPA 2017,,,,,,1,3,ANSD 2017-2018; SPA 2017; SPA 2019,50436,50436,spafacid,1,1,0,0,0,0,0,1
Diourbel,Mbacke,Mbacke,868,banane,banane,Banane,case de sante,Case de sante,publique,Publique,,,,SPA 2019,,,,,,1,3,ANSD 2017-2018; SPA 2017; SPA 2019,70364,70364,spafacid,1,1,0,0,0,0,0,1
Diourbel,Diourbel,Diourbel,869,batal,batal,PS Batal,poste de sante,Poste de sante,,,,,,MOH,,,,,,0,1,MOH,170722,,,1,1,0,0,0,1,1,1
Diourbel,Mbacke,Mbacke,870,bayla,bayla,Bayla,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; SPA 2017,102118,,HFID2015,1,1,0,0,0,0,0,1
Diourbel,Mbacke,Mbacke,870,bayla,bayla,Bayla,case de sante,Case de sante,publique,Publique,14.78835,-15.71843,,SPA 2017,,,,,,1,2,ANSD 2017-2018; SPA 2017,50437,50437,spafacid,1,1,0,0,0,0,0,1
